Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Austria,Europe - Western,Europe,Europe & Central Asia,1984,[1984],42.54699818,25.02208,24.06105,0,1.522,7.22362896,10,2.95368815,34.02233845,58.59999847,,16375.10914,,,7.349999905,34.79857526,67010.83859,,,11.3,4.9501088,,73.79,,,,,1.8,1.725261,2.047148,1.457801,1.30049689,-0.006294904,7550960,90.045,,92.705,,1037.764609,20.8776,,25.996,1.24E+11,,-0.835091072,22.1333,65.531,0.047129201,54545.33333
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1984,[1984],,24.64121,26.41591,0,2.98,,-7,,,87.80000305,,,,,,,9281.555824,,,79.6,,,65.499,,,,,,,,,,1.566370993,6565062,75.809,,,,,,,,,,,,53.3538,1.837008267,
Bahamas,America - Central,Central and South America,America,1984,[1984],1.098901099,24.66558,26.33821,0,2.919,8.07021054,,,63.5882618,73.80000305,,18841.51612,,,,58.30679287,42848.27602,,,24.3,3.171435219,,69.438,,,,,0.943199992,,,,,2.117085897,229899,16.566,,,,,,,,4331645714,,5.281468929,,75.9596,3.062036475,1855.333333
Bahrain,Asia - Western,Asia,Middle East & North Africa,1984,[1984],11.5942029,24.43174,25.6136,0,4.472,22.74293591,-10,8.880986787,96.48621034,25,,9619.930978,,,,93.84405843,39660.12438,,,22,-0.418480511,,70.965,,,,,,,,,,2.669768938,404829,583.327,,93.73,,2782.891433,,,,3894427038,,2.642151913,,86.9442,2.91251769,9207
Bangladesh,Asia - Southern,Asia,South Asia,1984,[1984],77.28355228,20.36524,18.57151,0,5.71,0.101556559,-7,0.104744473,3.279997223,61.40000153,,264.8234246,,,,12.95624424,1427.731516,,,121,14.04688355,,56.861,,,,,,,,,0.017678144,2.672228007,89828434,623.817,90.46,62.001,,5.574101966,,,,23788673522,,-9.676247022,,16.967,5.83968334,9122.666667
Barbados,America - Central,Central and South America,America,1984,[1984],44.18604651,24.59913,26.99588,0,1.858,2.953673137,,,71.92982856,76.59999847,,7353.519251,,,,67.18343399,26006.54684,,,19.7,5.448014762,,69.54,,,,,0.890699983,,,,,0.485690529,253244,588.94,,102.101,,,,,,1862234629,,4.746394566,,36.6964,-1.461096413,748
Belarus,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],,24.9164,26.17109,0,2.099,,-7,,,94.09999847,,,,,,,12399.95856,,,16.5,,,70.65,,,,,,,,,,0.678380527,9931687,47.84,,,,,,,33.074,,,,,60.766,2.449895788,
Belgium,Europe - Western,Europe,Europe & Central Asia,1984,[1984],,25.21949,24.9503,0,1.571,10.71709981,10,4.335818475,70.030404,56.70000076,,16013.87103,,,7.980000019,69.67280616,42997.87603,,,10.2,5.438717464,,74.43,,,8,,2.7,1.670277,1.83308,1.506577,,-0.001501708,9835279,322.172,,101.371,,1486.371422,14.60331,,14.11,1.58E+11,,0.357484959,18.75999,95.8202,0.113153613,105405.6667
Belize,America - Central,Central and South America,America,1984,[1984],4.252520824,24.81656,26.27033,0,5.17,1.070453214,,,62.44665718,21.29999924,,1798.958544,,,,70.15173068,7075.95332,,,47.9,9.444440341,,70.865,,,,,0.271899998,,,,,3.133109549,160991,7.01,,,,,,,,291512608,,-7.705073495,,48.61,2.740956407,172.3333333
Benin,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],19.07430844,20.96054,21.27736,0,6.994,0.127451307,-7,0.365284548,19.57937532,42.79999924,,312.4100267,,,,30.93192817,2487.640113,,,120.9,1.953580957,,49.352,,,,,,,,,,2.762476367,4027682,35.763,,,,15.79907709,,,,1258288241,,-11.35255285,,30.1046,5.085919449,513.3333333
Bermuda,America - North,North America,America,1984,[1984],20,25.56404,27.99515,0,,7.723867389,,,,,,42006.57456,,,,,91293.04491,,,,10.29655249,,,,,,,,,,,,0.722024752,57441,1083.792,,,,,,,,2335565546,,,,100,0.722024797,443.6666667
Bhutan,Asia - Southern,Asia,South Asia,1984,[1984],9.446808511,21.7664,20.45975,0,6.362,0.107651807,-10,,12.93080412,33.40000153,,302.5674215,,,,47.3591138,2071.200911,,,114.7,8.238537015,,47.92,,,,,,,,,,2.551968894,476846,10.146,,46.74,,,,,,143885322.5,,-33.78973635,,12.3792,7.196431213,51.33333333
Bolivia,America - South,Central and South America,America,1984,[1984],32.04744761,23.1075,23.885,0,5.189,0.692984767,8,0.437740275,23.65486385,46,,906.9457718,,,,25.8198699,5890.958731,,,101.2,1443.397382,,55.016,,,,,0.69749999,,,,,2.118577416,5830816,5.308,,,,79.88695117,,,,5288233917,,-2.16500605,,49.5054,4.187281721,4040.666667
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],,25.39811,25.20226,0,1.973,,-5,,,88.59999847,,,,,,,8440.789081,,,25.7,,,71.774,,,,,1.280300021,,,,,1.116410298,4066739,79.433,,,,,,,,,,,,37.1798,2.223109319,
Botswana,America - South,Africa,Sub-Saharan Africa,1984,[1984],45.88781254,19.7227,23.71698,0,5.731,0.913108746,6,0.731353795,60.81127215,48.09999847,,1509.20752,,,,57.96219857,10900.87365,,,45.2,15.42698523,,62.762,,,,,,,,,,3.344240603,1144442,1.967,,112.752,,38.36877651,,,,1727138046,,2.849073586,,24.675,12.01333038,1045
Brazil,America - South,Central and South America,America,1984,[1984],27.17964116,22.9789,24.26384,0,3.587,1.265490911,-3,0.908201764,13.54758492,37.59999847,,3154.965632,,,,7.924387293,13780.507,1.16,46.61,64,212.7857817,,64.081,,,,,0.926699996,16.0748,29.50028,2.796899,0.408287013,2.214394193,133380123,15.666,30.64,,,229.7588657,4.218064,,,4.21E+11,,5.623197625,19.0379,68.9832,3.496511668,168791.3333
British Virgin Islands,America - Central,Central and South America,America,1984,[1984],,23.97016,25.20023,,,2.589657067,,,,,,,,,,,8866.970828,,,,,,,,,,,,,,,,,12743,84.391,,,,,,,,,,,,,,33
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1984,[1984],2.277039848,23.37014,22.98986,0,3.843,9.003045356,,7.982864011,,40.40000153,,22844.52382,,,,,119309.6927,,,11.4,-1.27417168,,71.898,,,,,0.533800006,,,,,2.79935637,213002,36.947,,101.121,,1004.790769,,,,4865929264,,,,61.7796,3.56694854,1917.666667
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],55.78956883,25.5058,25.63037,0,2.015,9.756090115,-7,3.387274223,40.13116139,93.30000305,,1469.146444,,,,38.24614967,16603.95931,,,20.7,2.736752057,,71.35,,,,,2.758500099,2.978453,4.465926,1.514471,1.247119241,0.23397231,8954236,80.733,,99.918,,1057.953989,9.304911,,80.07,13161315818,,1.885011724,12.44767,64.092,1.014014797,87358.33333
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],32.83991228,20.14327,19.64018,0,7.159,0.058478732,-7,,10.96091363,80.69999695,,155.6079769,,,,28.75779204,1541.050395,,,110.2,6.501085279,,48.992,,,,,,,,,,2.532370385,7963009,29.062,,58.905,,,,,,1239107721,,-17.79687842,,11.6282,8.794115988,465.6666667
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],83.72274143,21.12775,19.53371,0,7.492,0.046857711,-7,,11.50400691,95.30000305,,161.8115391,,,,23.55230979,1099.380389,,,110.2,17.21619498,,48.52,,,,,0.0469,,,,,3.304170054,4695065,168.681,,65.196,,,,,,759715693.9,,-12.04830288,,5.0446,6.863580586,220
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1984,[1984],15.24473148,19.74852,19.7497,0,6.2,0.054248649,-3,,,84.19999695,,,,,,,1198.009559,,,88,,,50.841,,,,,,,,,,4.84831142,7570081,41.816,,,,,,,,,,,,12.9392,12.82308961,410.6666667
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1984,[1984],19.27185801,22.11848,22.04621,0,6.708,0.592809145,-8,0.419971646,33.4785942,65.30000305,,826.8077331,,,,30.99342605,5150.69893,,,94.9,13.55219179,,52.624,,,,,,,,,,2.860897799,10218016,21.492,,79.653,,26.5965859,,,,9164848021,,2.485168147,,35.3698,5.328773705,6057.333333
Canada,America - North,North America,America,1984,[1984],7.373500442,25.57519,24.50234,0,1.624,15.923864,10,7.342138316,28.63971422,66.69999695,,17516.23999,,,11.40999985,25.11510692,48863.69775,,,8.3,3.279553736,,76.43,,,1.299999952,,1.9,2.240156,3.068408,1.42474,2.788495649,0.961733829,25538860,2.561,,98.793,,3910.274259,16.09591,,,4.50E+11,,3.524607302,15.17957,76.2158,1.143225657,406677.3333
Cayman Islands,America - Central,Central and South America,America,1984,[1984],8.333333333,,,0,,9.656098317,,,,,,,,,,,78360.0424,,,,,,,,,,,,,,,,3.488848118,19366,73.356,,,,,,,,,,,,100,3.488848118,187
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1984,[1984],7.997046454,20.92022,20.10716,,5.952,,-7,,,76.19999695,,,,,,35.50167739,1817.297051,,,,,,48.742,,,,,,,,,,,2557808,,,,,,,,,,,-12.10768311,,,,
Chad,Africa - Central,Africa,Sub-Saharan Africa,1984,[1984],38.23856417,20.27327,19.3374,0,7.089,0.043169604,-4,,18.01780726,39.79999924,,166.7207562,,,,24.05303153,1792.642312,,,119.9,24.06635311,,45.711,,,,,,,,,,2.594182056,5011242,3.903,,,,,,,,835478056,,-6.035224272,,19.5806,3.61259816,216.3333333
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],42.10526316,,,,1.434,,,,,,,,,,,,,,,,,,74.3,,,,,,,,,,0.951117369,132156,677.723,,,,,,,,,,,,31.9074,0.71508732,
Chile,America - South,Central and South America,America,1984,[1984],22.19143814,24.73825,24.47601,0,2.655,1.864095372,-6,0.806580497,24.23391277,39.70000076,,2290.183269,,,,25.3426554,10142.63169,,,19.5,12.61234173,,71.401,,,,,0.816799998,3.52857,6.50393,0.7115546,0.397709509,1.640387513,11908189,15.739,,99.715,,138.1661903,8.117146,,,27271935216,,-1.108742623,8.163351,82.3478,1.976357915,22198
China,Asia - Eastern,Asia,East Asia & Pacific,1984,[1984],51.34335111,21.64363,21.96185,0,2.769,1.744278059,-7,0.651354276,10.41128712,82.69999695,,258.7202307,,,,10.39031072,3583.849774,,,42,4.936207591,,68.1,,,,,1.330000043,,,,0.081333301,1.312068761,1040397958,108.409,92.91,79.087,,15.34768529,,,24.8,2.68E+11,,0.020976401,,22.1708,4.535197363,1814743.333
Colombia,America - South,Central and South America,America,1984,[1984],40.87967553,22.45181,23.94818,0,3.525,1.668134958,8,0.670614708,11.87579493,53.5,,2003.992013,,,,12.47217738,8941.10028,,,35.7,22.17500486,,67.311,,,,,0.758400023,36.87381,68.40948,5.327349,0.26267446,2.169752572,29359535,25.779,,101.761,,303.8656062,6.582634,,,58836273631,,-0.596382453,19.89952,64.8834,3.239828372,48975.66667
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],64.51612903,21.10763,21.01693,0,6.766,0.127161297,-6,,9.018906391,72.09999847,,436.2345258,,,,55.53568272,2582.175168,,,104.1,6.159892419,,53.625,,,,,0.083899997,,,,,3.003972095,374852,201.425,,,,,,,,163524143.1,,-46.51677633,,25.0182,4.822292013,47.66666667
Cook Islands,Oceania,Oceania,East Asia & Pacific,1984,[1984],,,,,,1.246317698,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,74.797,,,,,,,,,,,,,,22
Costa Rica,America - Central,Central and South America,America,1984,[1984],53.81903643,23.947,23.79899,0,3.491,0.76439697,10,0.607973936,29.00421722,37.59999847,,2824.580879,,,,29.03058101,11016.14186,,,18.8,17.88360692,,74.231,92.62904202,97.14819395,0.899999976,,0.989600003,5.210166,8.839482,1.648567,,2.768063546,2619058,51.254,,101.069,,614.7124458,6.048057,,,7397741148,,-0.026363794,15.73242,45.0702,3.867490556,2002
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],56.29245283,21.31013,21.58632,0,7.139,0.535647128,-9,0.51323799,45.3119277,47.90000153,,742.6592873,,,,31.79127049,4500.52964,,,106.4,17.90989589,,52.21,,,,,,,,,,4.101805814,10089976,31.29,,64.53,,47.73371524,,,,7493375175,,13.5206572,,37.6938,4.677026167,5404.666667
Croatia,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],,25.41073,25.14873,0,1.943,,-5,,,77.5,,,,,,,27044.60177,,,17,,,71.07,,,,,1.880300045,,,,,0.449727681,4457579,78.842,,,,,,,,,,,,51.845,1.313705809,
Cuba,America - Central,Central and South America,America,1984,[1984],57.18808194,23.07165,24.32081,0,1.832,3.259514092,-7,1.572682872,32.30559705,46,,3508.543959,,,,44.10863146,15291.21264,,,15.6,2.584389922,,74.435,,,,,1.886100054,,,,,0.526771313,10001593,90.217,,99.438,,248.9854592,,,,35091028699,,-11.80303441,,70.3676,1.333511519,32600.33333
Cyprus,Asia - Western,Asia,Europe & Central Asia,1984,[1984],18.72294372,25.54387,24.1944,0,2.453,4.561118898,10,1.327093562,54.65828959,51.20000076,,7893.657975,,,,67.10034074,26037.41785,,,13.4,8.181918685,,75.541,,,,,,,,,,0.522442004,697782,75.428,,,,365.7479606,,,,4222775483,,-12.44205115,,63.4652,2.45190554,3182.666667
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],,26.49958,26.78716,,1.99,,-7,,,88.19999695,,,,,,,31801.84622,,,,,,70.99,,,,,,,,,1.050107952,,10301798,,,,,729.2840916,,,54.248,,,,,,,
Denmark,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],67.3666824,24.58269,23.59034,0.598184802,1.4,9.890119056,10,3.353461203,37.32908167,82.69999695,,21692.26082,,,7.980000019,36.63026766,45202.82002,,,8,5.983422008,,74.65,,,2.900000095,,2.3,1.064644,1.101,1.020444,2.025422463,-0.052376727,5115476,118.705,,99.221,,1655.742175,14.00983,,10.1,1.11E+11,,0.698814007,12.05005,84.2254,0.096858234,50592.66667
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1984,[1984],56.12597066,21.5751,22.30462,0,6.239,0.925229812,-8,,,69.80000305,,,,,,,6189.965148,,,104.4,,,55.174,,,,,0.238499999,,,,,3.177613922,384409,16.569,,69.599,,,,,,,,,,74.124,3.86395284,355.6666667
Dominica,America - Central,Central and South America,America,1984,[1984],25.33333333,22.57613,25.53941,0,,0.592896028,,,35.6156478,,,2867.856057,,,,68.3869904,9800.367818,,,13.8,6.628200138,,,,,,,0.33860001,,,,,-0.718321552,74212,98.818,,110.313,,,,,,212829333.7,,-32.77134259,,65.519,0.089277599,44
Dominican Republic,America - Central,Central and South America,America,1984,[1984],54.42880795,23.12295,23.22059,,3.978,,6,,,33.29999924,,,,,,32.84480775,5730.177037,,,,,,64.706,,,,,,,,,,,6341950,,,,,219.8802573,,,,,,-4.636800858,,,,
East Germany,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],,,,,,19.90532026,-9,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,11.43583,,,326084
Ecuador,America - South,Central and South America,America,1984,[1984],26.20647305,23.98012,25.1183,0,4.306,2.399296394,8,0.644336884,25.75344886,26.70000076,,1277.740533,,,,23.31078017,13937.87654,,,56.5,-1.989399913,,65.448,,,,,1.244300008,,,,0.377463914,2.622296334,8859125,31.242,,100.276,,151.5144538,,,,11319663104,,2.442668687,,50.3642,4.326022856,21255.66667
Egypt,Africa - Northern,Africa,Middle East & North Africa,1984,[1984],2.504394997,24.63365,26.20682,0,5.123,1.290779736,-6,0.480419794,22.35124787,22.39999962,,1011.738562,,,,35.8125169,7534.128537,,,88.5,11.15999216,,61.124,,,,,,,,,0.414130136,2.407794214,49453054,49.382,,70.954,,159.9252843,,,,50033561717,,-13.46126903,,43.922,2.444229064,63833
El Salvador,America - Central,Central and South America,America,1984,[1984],65.00965251,23.99645,24.16268,0,4.609,0.325701653,6,0.559286928,21.75413985,55.59999847,,1523.853512,,,,28.53653526,8227.600261,,,62.8,3.052361892,,58.527,,,,,0.351700008,,,,,1.332780885,4930893,234.347,,99.166,,100.5056377,,,,7513958617,,-6.782395403,,46.1204,2.45702031,1606
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1984,[1984],11.90730838,21.15667,20.43541,0,5.826,0.274655744,-7,,,43.20000076,,,,,,,2207.282393,,,139.1,,,44.429,,,,,,,,,,7.596270069,293701,10.47,,,,,,,,,,,,29.5264,9.006953908,80.66666667
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1984,[1984],,20.11151,18.92637,0,6.591,,,,,55.79999924,,,,,,,1027.872477,,,106.9,,,44.561,,,,,,,,,,2.489602464,2735121,23.258,,,,,,,,,,,,15.0552,3.644016439,
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1984,[1984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42831710,,,,,,,,,,,,,,,
Estonia,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],,24.71732,25.72062,0,2.166,,-7,,,87.59999847,,,,,,,19562.44794,,,19.6,,,69.65,,,,,,,,,,0.652187283,1513617,33.561,,,,,,,41.822,,,,,70.5558,0.95197374,
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],,19.57007,18.98441,0,7.437,0.041859368,-8,0.30288423,7.615467101,61.70000076,,136.1884244,,,,13.88833685,1131.63362,,,133.3,-2.733879137,,44.175,,,,,0.0127,,,,,3.238478178,39768079,36.012,,59.237,,4.892023768,,,,5461892870,,-6.272869751,,11.2444,5.111047504,1664.666667
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],2.158273381,,,0,,11.10121698,,,,,,,,,,,,,,,,,,,,,,,,,,,1.245480013,44920,32.109,,,,,,,,,,,,30.85,0.973564786,498.6666667
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1984,[1984],,,,,,13.88137732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152,,,,,,,,,,,,,,25.66666667
Fiji,Oceania,Oceania,East Asia & Pacific,1984,[1984],18.06239737,22.86411,24.36866,0,3.693,0.832341091,9,,42.82914828,24.39999962,,1730.791377,,,,43.89556402,6378.966999,,,30.5,3.007499719,,64.074,,,,,,,,,,2.160853832,700434,38.33,,100.167,,,,,,1212305127,,-1.066415745,,38.3722,2.554620922,583
Finland,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],7.96808825,25.54429,25.0422,1.065945789,1.7,8.659349263,10,4.910523018,29.92160361,84.90000153,,16687.27239,,,7.920000076,27.51466373,38775.94195,,,6.1,8.462011986,,74.77,,,0.899999976,,,2.620785,3.76904,1.616296,2.182309317,0.534342931,4879235,14.429,,108.492,,2131.979734,25.31637,,15.2,81463976414,,2.406939883,9.711271,74.9918,1.628694841,42251
France,Europe - Western,Europe,Europe & Central Asia,1984,[1984],57.53099494,24.80748,24.23314,0,1.847,7.3707307,8,3.446327675,24.3317495,68.09999847,,16265.1401,,,7.25,24.24975494,42977.29171,,,8.8,7.094062436,,75.37,,,3.299999952,,2.5,1.305615,1.659556,0.956946,1.561924369,0.572554323,54988578,99.707,,,,1453.129306,14.02221,,12.76,9.17E+11,,0.081980551,19.09898,73.5764,0.672636464,405306
French Guiana,America - South,Central and South America,America,1984,[1984],,,,,3.603,4.308604287,,,,65.30000305,,,,,,,14422.76989,,,,,,69.788,,,,,,,,,,,82548,0.917,,,,,,,,,,,,,,355.6666667
French Polynesia,Oceania,Oceania,East Asia & Pacific,1984,[1984],12.02185792,26.17356,27.14486,0,3.774,2.704031465,,,,54.79999924,,12236.91491,,,,,41336.03067,,,,12.29898541,,66.871,,,,,,,,,,2.755614813,169500,42.375,,,,,,,,2074157078,,,,57.3082,2.716884402,458.3333333
Gabon,Africa - Central,Africa,Sub-Saharan Africa,1984,[1984],19.99456669,22.52077,22.3582,0,5.712,7.789406667,-9,1.971777531,59.09266161,73.59999847,,5400.012659,,,,40.20048837,32387.34859,,,66,12.01021711,,58.303,,,,,,,,,,3.062257313,769635,2.875,,90.38,,385.2452763,,,,4156016995,,18.89217324,,60.858,5.632048892,5995
Gambia,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],56.9,20.0646,20.55073,0,6.248,0.234449257,7,,51.12494399,73.80000305,,635.8501573,,,,64.78919069,1337.850342,,,93.3,9.00161277,,49.318,,,,,,,,,,4.189924989,735056,65.078,,55.125,,,,,,469624990.3,,-13.6642467,,32.098,7.101232931,172.3333333
Georgia,Asia - Western,Asia,Europe & Central Asia,1984,[1984],,24.8093,25.95523,0,2.275,,-7,,,86.40000153,,2164.703664,,,,,13753.6025,,,,1.267223612,,69.952,,,,,4.471300125,,,,,0.853879671,5239068,75.166,,,,,,,,10005693277,,,,53.8546,1.486089343,
Germany,Europe - Western,Europe,Europe & Central Asia,1984,[1984],52.3701773,25.64293,24.88941,0,1.457,13.34292912,10,4.446684875,23.59435838,58.79999924,,16613.1734,,,,26.47214088,46396.65612,,,9.8,1.989146343,,74.111,,,,,,,,,1.576469845,-0.345666402,77686865,217.597,,,,1635.350633,,,18.958,1.29E+12,,-2.877782501,,72.7376,-0.382229524,1036570.333
Ghana,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],54.05642964,21.04529,21.05385,0,6.223,0.207131724,-7,0.314877961,8.044013277,82.5,,197.4867748,,,,10.77062194,1614.506421,,,97,35.31242636,,53.67,,,,,0.067199998,,,,,3.449995248,12462279,52.246,,74.968,,42.48738099,,,,2458487738,,-2.726608666,,32.5502,4.518037633,2581.333333
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],,,,,,1.239715992,,,,,,,,,,,,,,,,,,,,,,,,,,,,26619,4436.5,,,,993.2978648,,,,,,,,,,33
Greece,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],71.44297905,24.94193,24.20835,0,1.82,5.76695101,8,1.652821737,20.62768467,45.59999847,,9149.059235,,,3.730000019,29.09307677,30246.47193,,,16.8,21.91845466,,74.837,,,3,,2.9,0.8885385,1.228249,0.5662667,1.181600074,0.498156576,9892518,74.968,,99.123,,732.4951541,3.927549,,40.94,90537269528,,-8.465392093,20.14557,58.2996,0.740991439,57049.66667
Greenland,America - North,North America,America,1984,[1984],0.687737782,24.66469,26.03245,0,2.107,10.81983234,,,,,,14595.2134,,,,,51224.98251,,,,8.870829967,,,,,,,,,,,,1.145050679,52527,0.024,,,,,,,63.8,769167746.3,,,,77.593,1.620448492,568.3333333
Grenada,America - Central,Central and South America,America,1984,[1984],47.05882353,23.44967,24.40606,0,4.243,0.63373289,,,37.94530021,,,2341.579312,,,,64.62138449,7835.967205,,,22,3.815233846,,67.449,,,,,0.4903,,,,,2.528678658,98359,285.927,,102.541,,,,,,230315399.6,,-26.67608428,,33.1306,2.686965807,62.33333333
Guadeloupe,America - Central,Central and South America,America,1984,[1984],,,,,2.503,2.516413159,,,,66.19999695,,,,,,,7285.034941,,,,,,71.417,,,,,,,,,,,348247,204.25,,,,,,,,,,,,,,876.3333333
Guam,Oceania,Oceania,East Asia & Pacific,1984,[1984],37.03703704,,,0,3.092,,,,,56.5,,,,,,,,,,,,,70.431,,,,,,,,,,2.301243455,116705,212.577,,,,,,,,,,,,92.6218,1.996380945,
Guatemala,America - Central,Central and South America,America,1984,[1984],35.3210153,23.46354,23.44,0,5.987,0.440493409,-6,0.476480858,13.00211142,31.79999924,,1446.19155,,,,15.15100296,8976.35678,,,75.5,4.123700779,,59.01,,,,,0.469700009,4.298609,7.144566,1.410353,,2.446091685,7766291,71.323,,,,72.85904683,0.1857591,,,11231544416,,-2.148891544,1.596873,38.8018,3.352724659,3421
Guernsey,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],,,,,,,,,,,,,,,,,54090.46489,,,,,,,,,,,,,,,,,54718,,,,,,,,,,,,,,,
Guinea,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],57.52889468,21.22866,20.68589,0,6.63,0.203981706,-7,,,89.19999695,,,,,,,1666.371678,,,159.1,,,44.522,,,,,,,,,,2.520343176,4799450,19.521,,47.258,,,,,,,,,,26.0202,4.856392919,979
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],51.20910384,20.78623,20.76694,0,6.71,0.1781547,-8,,13.40119775,59.90000153,,164.1558701,,,,51.28143323,1530.972966,,,128.4,59.40183223,,46.999,,,,,,,,,,1.718338774,905580,25.068,,46.599,,,,,,148656272.8,,-37.88023548,,21.4658,6.319020469,161.3333333
Guyana,America - South,Central and South America,America,1984,[1984],8.778257557,22.73863,23.95368,0,2.714,1.851463658,-7,,44.16115284,35.20000076,,641.3840391,,,,51.35898588,4157.626202,,,51.4,19.28174961,,61.114,,,,,0.165000007,,,,,-0.910151283,758499,3.528,,98.448,,,,,,486489152.3,,-7.197833036,,30.124,-1.21178064,1404.333333
Haiti,America - Central,Central and South America,America,1984,[1984],58.05515239,22.98937,21.16507,0,6.106,0.146111934,-9,0.298844035,,61.70000076,,,,,,,3909.424999,,,115.9,,,52.168,,,,,0.140799999,,,,,2.372679195,6248634,225.176,,,,24.24266051,,,,,,,,22.717,4.796500236,913
Holy See,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,1686.364,,,,,,,,,,,,,,
Honduras,America - Central,Central and South America,America,1984,[1984],29.28769327,23.36687,23.54844,0,5.802,0.484665562,6,0.492298354,25.7005122,37.5,,1031.765481,,,,32.02771919,6018.810388,,,58.2,3.372552644,,62.828,,,,,0.690599978,,,,,3.029060441,4100422,36.582,,103.285,,74.0160385,,,,4230673875,,-6.32720699,,37.162,4.582968943,1987.333333
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,1984,[1984],,,,,,,,,,,,14761.60321,,,,,33008.47949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],72.91944815,25.55388,25.27869,0,1.831,8.582988949,-7,2.697030257,41.08115235,77.19999695,,4140.078767,,,,37.92485303,25573.756,,,22,6.331622437,,68.99,,,,,2.5,2.449656,3.349482,1.650895,0.95773504,-0.200097849,10584347,113.771,,99.733,,656.6552623,22.63079,,54.918,44166753595,,3.156299312,15.36983,64.9142,0.078812238,90845.33333
Iceland,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],22.75311721,25.13832,24.62177,0,2.172,7.60556652,,7.531269963,38.01173368,80.5,,23385.39562,,,,38.04061149,46431.6693,,,6.4,26.88076056,,77.43,,,,,2.4,,,,1.969485545,1.06362548,238641,2.317,,95.685,,1962.791339,,,36.8,5601059491,,-0.028877811,,89.308,1.35742342,1815
